name,affiliated_committee_name,committee_id
FIRST NATIONAL OF NEBRASKA PAC,FIRST NATIONAL OF NEBRASKA INC,C00300863
OSHKOSH CORPORATION EMPLOYEES PAC (OCEPAC),OSHKOSH CORPORATION,C00304477
ASPLUNDH TREE EXPERT CO POLITICAL ACTION COMMITTEE (ATE PAC),ASPLUNDH TREE EXPERT CO POLITICAL ACTION COMMITTEE (ATE PAC),C00177741
BERKEBILE NELSON IMMENSCHUH MCDOWELL INCORPORATED PAC,BERKEBILE NELOSN IMMENSCHUH MCDOWELL INCORPORATED,C00490805
"WARNER MEDIA, LLC PAC (WARNERMEDIA PAC)",AT&T INC. FEDERAL POLITICAL ACTION COMMITTEE (AT&T FEDERAL PAC),C00339291
WARD AND SMITH. P.A. POLITICAL ACTION COMMITTEE,"WARD AND SMITH, P.A.",C00491506
PITNEY BOWES INC. POLITICAL ACTION COMMITTEE,PITNEY BOWES INC.,C00339499
"GEP ADMINISTRATIVE SERVICES, INC. EMPLOYEE PAC","GEP ADMINISTRATIVE SERVICES, INC. DBA ENTERTAINMENT PARTNERS",C00491571
"CRH AMERICAS, INC. PAC","CRH AMERICAS, INC.",C00346353
GULF STATES TOYOTA INC FEDERAL POLITICAL ACTION COMMITTEE,"GULF STATES TOYOTA, INC.",C00349373
THE WENDYS COMPANY POLITICAL ACTION COMMITTEE,THE WENDY'S COMPANY,C00369090
CONSUMER TECHNOLOGY ASSOCIATION PAC,CONSUMER TECHNOLOGY ASSOCIATION,C00375048
VERIZON MEDIA/OATH INC. POLITICAL ACTION COMMITTEE (VERIZON MEDIA PAC),OATH INC.,C00380535
ROCK HOLDINGS INC. PAC,ROCK HOLDINGS INC.,C00388827
MECHANICAL EQUIPMENT COMPANY INC POLITICAL ACTION COMMITTEE,MECHANICAL EQUIPMENT COMPANY INC,C00393884
"UNITED HEALTH SERVICES PAC, INC.","UNITED HEALTH SERVICES, INC",C00400135
FULTON FINANCIAL CORPORATION PAC,FULTON FINANCIAL CORPORATION,C00400317
ACCENTURE INC. POLITICAL ACTION COMMITTEE,"ACCENTURE, INC.",C00300707
GENTIVA HEALTH SERVICES INC PAC GENTIVAPAC,GENTIVA HEALTH SERVICES INC,C00407080
THOMPSON & KNIGHT FEDERAL PAC,NONE,C00411637
HORNBECK OFFSHORE SERVICES INC POLITICAL ACTION COMMITTEE,"HORNBECK OFFSHORE SERVICES, INC.",C00424366
NEXION HEALTH FUND FOR QUALITY LONG TERM CARE INC,NONE,C00434233
POLSINELLI PAC,POLSINELLI PAC,C00445981
ARCTIC SLOPE REGIONAL CORPORATION POLITICAL ACTION COMMITTEE (ASRC PAC),ARCTIC SLOPE REGIONAL CORPORATION,C00511899
JE DUNN CONSTRUCTION GROUP INC PAC,JE DUNN CONSTRUCTION GROUP INC.,C00453688
THE KROGER CO. POLITICAL ACTION COMMITTEE,THE KROGER CO.,C00059238
MEDIACOM COMMUNICATIONS CORPORATION POLITICAL ACTION COMMITTEE,MEDIACOM COMMUNICATIONS CORP.,C00477737
"T-MOBILE US, INC./SPRINT CORPORATION POLITICAL ACTION COMMITTEE","T-MOBILE USA, INC.  POLITICAL ACTION COMMITTEE (T-PAC)",C00089342
"BAYADA HOME HEALTH CARE, INC. POLITICAL ACTION COMMITTEE (A.K.A.  BAYADA U.S. PAC)","BAYADA HOME HEALTH CARE, INC.",C00485433
"SOLVAY AMERICA, INC. GOOD GOVERNMENT FUND","SOLVAY AMERICA, INC.",C00520254
JOHNSON & JOHNSON POLITICAL ACTION COMMITTEE,JOHNSON & JOHNSON,C00010983
GENERAL AVIATION MANUFACTURERS ASSOCIATION POLITICAL ACTION COMMITTEE,,C00014878
PINNACLE WEST CAPITAL CORPORATION PAC,PINNACLE WEST CAPITAL CORPORATION,C00015933
PPG INDUSTRIES INC. PAC,PPG INDUSTRIES INC.,C00034298
HALLIBURTON COMPANY PAC,HALLIBURTON COMPANY,C00035691
"SUNTRUST BANKS OF TENNESSEE, INC., GOOD GOVERNMENT FUND",,C00043265
STATE STREET BANK AND TRUST COMPANY VOLUNTARY POLITICAL ACTION COMMITTEE,STATE STREET BANK AND TRUST COMPANY,C00072751
CONOCOPHILLIPS SPIRIT PAC,CONOCOPHILLIPS,C00112896
ELECT - THE PAC OF THE ALABAMA FARMERS FEDERATION,ALABAMA FARMERS FEDERATION *,C00094573
WEC ENERGY GROUP PAC,WEC ENERGY GROUP INC,C00099945
HECLA MINING COMPANY/HECLA LIMITED PAC,HECLA MINING COMPANY POLITICAL ACTION COMMITEE,C00124016
THE IRVINE COMPANY EMPLOYEES PAC,THE IRVINE COMPANY,C00131615
BOYD GAMING CORPORATION POLITICAL ACTION COMMITTEE,BOYD GAMING CORPORATION,C00142315
"EMPLOYEES OF DUPONT PAC - DUPONT DE NEMOURS, INC.","DUPONT DE NEMOURS, INC.",C00171926
AUSTIN POWDER COMPANY POLITICAL ACTION COMMITTEE (AUSPOCO PAC),NONE,C00191478
ARCBEST CORPORATION POLITICAL ACTION COMMITTEE,ARCBEST CORPORATION,C00193383
"A DUDA & SONS, INC POLITICAL ACTION COMMITTEE","A DUDA & SONS, INC POLITICAL ACTION COMMITTEE",C00213231
STV GROUP INC POLITICAL ACTION COMMITTEE,"STV GROUP, INCORPORATED",C00214866
SEABOARD CORPORATION POLITICAL ACTION COMMITTEE,BUTTERBALL POLITICAL ACTION COMMITTEE INC,C00246736
"DRUMMOND COMPANY, INC. POLITICAL ACTION COMMITTEE (DPAC)","DRUMMOND COMPANY, INC.",C00160630
"SONY PICTURES ENTERTAINMENT, INC. PAC","SONY PICTURES ENTERTAINMENT, INC.",C00282038
TUPPERWARE BRANDS CORPORATION PAC,TUPPERWARE BRANDS CORPORATION,C00317529
FREEPORT-MCMORAN INC. CITIZENSHIP COMMITTEE,FREEPORT-MCMORAN INC.,C00320101
UNITED STATES CELLULAR CORPORATION POLITICAL ACTION COMMITTEE,UNITED STATES CELLULAR CORPORATION,C00336057
"TRUEBLUE, INC. POLITICAL ACTION COMMITTEE","TRUEBLUE, INC.",C00363853
INGRAM BARGE COMPANY POLITICAL ACTION COMMITTEE,NONE,C00364471
BRIDGESTONE AMERICAS INC. PAC,BRIDGESTONE AMERICAS INC.,C00371948
SECURITAS SECURITY SERVICES USA POLITICAL ACTION COMMITTEE (SECURITAS USA PAC),"SECURITAS SECURITY SERVICES USA, INC.",C00380931
NATIONAL ORGANIZATION FOR THE REFORM OF MARIJUANA LAWS POLITICAL ACTION COMMITTEE,NATIONAL ORGANIZATION FOR THE REFORM OF MARIJUANA LAWS,C00383604
CUMBERLAND FARMS INC. POLITICAL ACTION COMMITTEE,CUMBERLAND FARMS INC.,C00523225
CVS HEALTH PAC,CVS HEALTH,C00384818
HERBALIFE INTERNATIONAL INC. PAC,HERBALIFE INTERNATIONAL INC.,C00393298
ALLEGIANT TRAVEL COMPANY POLITICAL ACTION COMMITTEE,ALLEGIANT TRAVEL COMPANY,C00516039
TD AMERITRADE HOLDING CORPORATION PAC,TD AMERITRADE HOLDING CORPORATION,C00396887
PROFESSIONAL ASSOCIATION FOR CUSTOMER ENGAGEMENT PAC,PROFESSIONAL ASSOCIATION FOR CUSTOMER ENGAGEMENT PAC,C00397083
SANDLER TRAVIS AND ROSENBERG P.A. POLITICAL ACTION COMMITTEE,"SANDLER, TRAVIS & ROSENBERG, P.A.",C00409250
LIBERTY LANE SERVICE COMPANY PAC,NONE,C00432237
DISCOVER FINANCIAL SERVICES POLITICAL ACTION COMMITTEE,DISCOVER FINANCIAL SERVICES,C00438051
GARNEY HOLDING CO. PAC,"GARNEY HOLDING COMPANY, INC.",C00442905
SMITHS GROUP SERVICES CORPORATION POLITICAL ACTION COMMITTEE,SMITHS GROUP SERVICES CORP,C00448324
FLAGSTAR BANK FEDERAL PAC FEC ID#C00455733,"FLAGSTAR BANK, FSB",C00455733
TRIWEST HEALTHCARE ALLIANCE CORP. PAC (TRIWEST ALLIANCE PAC),TRIWEST HEALTHCARE ALLIANCE,C00459743
BLACKBOARD INC POLITICAL ACTION COMMITTEE,BLACKBOARD INC.,C00470690
"THE CONTINUUM FUND, ZACHRY HOLDINGS, INC. POLITICAL ACTION COMMITTEE",ZACHRY HOLDINGS INC.,C00471565
JETBLUE AIRWAYS CORPORATION CREWMEMBER GOOD GOVERNMENT FUND,JETBLUE AIRWAYS CORP.,C00484584
CLOUD PEAK ENERGY RESOURCES LLC EMPLOYEE PAC,CLOUD PEAK ENERGY RESOURCES LLC EMPLOYEE PAC,C00485003
VIRGINIA FARM BUREAU FEDERATION AGPAC,VIRGINIA FARM BUREAU FEDERATION,C00491175
TRINET GROUP INC POLITICAL ACTION COMMITTEE,TRINET GROUP INC.,C00495556
DEPOSITORY TRUST AND CLEARING CORPORATION PAC - DTCC PAC; THE,THE DEPOSITORY TRUST AND CLEARING CORPORATION,C00497917
NETFLIX INC PAC (FLIXPAC),NETFLIX INC.,C00518233
"AIR TRANSPORT SERVICES GROUP, INC. PAC","AIR TRANSPORT SERVICES GROUP, INC. PAC",C00238311
ACCENTCARE INC PAC,ACCENTCARE INC,C00548248
"CONTINENTAL AUTOMOTIVE, INC PAC","CONTINENTAL AUTOMOTIVE, INC.",C00551846
"NEX GROUP INVESTMENTS, INC. POLITICAL ACTION COMMITTEE (NEX GROUP PAC)","NEX GROUP INVESTMENTS, INC.",C00555979
WEXLER & WALKER PAC (A UNIT OF HILL & KNOWLTON STRATEGIES LLC),"PUBLIC STRATEGIES, INCORPORATED",C00248195
CONDUENT INCORPORATED POLITICAL ACTION COMMITTEE (CNDT PAC),CONDUENT INCORPORATED,C00629527
ORANO PAC,ORANO,C00630046
RIVER FINANCIAL CORPORATION (RFC) PAC,RIVER FINANCIAL  CORPORATION (RFC),C00638882
FLORIDA TURBINE TECHNOLOGIES INC. POLITICAL ACTION COMMITTEE (FTT PAC),FLORIDA TURBINE TECHNOLOGIES INC.,C00655928
"ARBOR TRUST REALTY, INC. PAC",ARBOR REALTY TRUST INC,C00662791
JSW STEEL USA PAC (JSW USA PAC),JSW STEEL USA,C00669283
BUZZI UNICEM USA INC POLITICAL ACTION COMMITTEE,BUZZI UNICEM USA INC.,C00281675
PLAINS ALL AMERICAN GP LLC PAC,PLAINS ALL AMERICAN GP LLC,C00686287
GREEN PLAINS INC. PAC,GREEN PLAINS INC.,C00713669
"DISCOVERY COMMUNICATIONS, LLC PAC","DISCOVERY COMMUNICATIONS, LLC",C00719393
BLUE CROSS AND BLUE SHIELD OF NORTH CAROLINA EMPLOYEE POLITICAL ACTION COMMITTEE,BLUE CROSS AND BLUE SHIELD OF NORTH CAROLINA EMPLOYEE POLITICAL ACTION COMMITTEE,C00312223
FESTIVAL FOODS PAC,"SKOGEN'S FOODLINER, INC.",C00748368
"THE NATIONAL MENTOR HOLDINGS, INC. FUND",THE MENTOR NETWORK,C00750331
CLARK STREET ASSOCIATES LLC PAC,CLARK STREET ASSOCIATES LLC,C00757898
PATRICK ENGINEERING INC. PAC,PATRICK ENGINEERING INC.,C00780288
COCA-COLA BOTTLING COMPANY UNITED INC. COMMITTEE FOR GOOD GOVERNMENT,COCA-COLA BOTTLING COMPANY UNITED INC.,C00347989
"HEALTHTEXAS MANAGEMENT COMPANY, LLC. FEDERAL PAC","HEALTHTEXAS MANAGEMENT COMPANY, LLC",C00505495
EVOC REGULATORY SERVICES INC POLITICAL ACTION COMMITTEE,"EVOC REGULATORY SERVICES, INC.",C00513671
PRIMERICA INC POLITICAL ACTION COMMITTEE (PRIMERICA PAC),"PRIMERICA, INC.",C00521914
"EDF RENEWABLES, INC. PAC","EDF RENEWABLES, INC.",C00523233
DEXTER APACHE HOLDINGS INC PAC ('DEXTER APACHE PAC'),DEXTER APACHE HOLDINGS INC,C00523613
GCE POLITICAL ACTION COMMITTEE (GCE PAC),"GRAND CANYON EDUCATION, INC",C00536334
BRAVO AG GROUP POLITICAL ACTION COMMITTEE INC,,C00571240
BLUCORA INC PAC,,C00571679
GULFPORT ENERGY CORPORATION POLITICAL ACTION COMMITTEE (GULFPORT ENERGY PAC),GULFPORT ENERGY CORPORATION,C00580654
"BURK BURNETT, INC PAC (BB INC PAC)",BURK BURNETT INC,C00464016
SAMSUNG ELECTRONICS AMERICA INC POLITICAL ACTION COMMITTEE,SAMSUNG ELECTRONICS AMERICA INC,C00590315
"HOLDEN INDUSTRIES, INC. PAC (HOLDEN PAC)","HOLDEN INDUSTRIES, INC.",C00543561
FIRST COMMAND FINANCIAL PLANNING INC. PAC,FIRST COMMAND FINANCIAL PLANNING INC.,C00325647
THE CENTER FOR FREETHOUGHT EQUALITY FUND PAC,THE CENTER FOR FREETHOUGHT EQUALITY,C00545202
ZOVIO INC PAC,ZOVIO INC,C00478404
"AMERICAN INTERNATIONAL GROUP, INC. EMPLOYEE STATE POLITICAL ACTION COMMITTEE",AMERICAN INTERNATIONAL GROUP INC. EMPLOYEE POLITICAL ACTION COMMITTEE,C00617944
NORTH DAKOTA FARM BUREAU POLITICAL ACTION COMMITTEE,NORTH DAKOTA FARM BUREAU,C00481986
OWENS CORNING BETTER GOVERNMENT FUND,OWENS CORNING,C00200089
"HOOPER, LUNDY, & BOOKMAN PC POLITICAL ACTION COMMITTEE","HOOPER, LUNDY, & BOOKMAN PC POLITICAL ACTION COMMITTEE",C00548404
THE ADT SECURITY CORPORATION POLITICAL ACTION COMMITTEE (ADT PAC),THE ADT SECURITY CORPORATION,C00550988
SYNOVUS FINANCIAL CORP. COMMITTEE FOR GOOD LEADERSHIP,SYNOVUS FINANCIAL CORP.,C00200642
METABANK FSB POLITICAL ACTION COMMITTEE,"METABANK, N.A.",C00654590
FRIENDS OF TRIDENT SEAFOODS CORPORATION PAC,TRIDENT SEAFOODS CORPORATION,C00672790
"TEXAS CAPITAL BANK, NA POLITICAL ACTION COMMITTEE",TEXAS CAPITAL BANK,C00496745
PIVOT ELECTION,PIVOT-THE PROGRESSIVE VIETNAMESE AMERICAN ORGANIZATION,C00686568
CAPITAL DISTRICT PHYSICIANS' HEALTH PLAN (CDPHP PAC),CAPITAL DISTRICT PHYSICIANS' HEALTH PLAN,C00562611
PRIME THERAPEUTICS LLC EMPLOYEE PAC (PRIMEPAC),NONE,C00498105
"FUELCELL ENERGY, INC. PAC","FUELCELL ENERGY, INC.",C00204180
MYRIAD GENETICS PAC,MYRIAD GENETICS INC.,C00660175
MORGAN STANLEY POLITICAL ACTION COMMITTEE,MORGAN STANLEY,C00337626
MICHIGAN CREDIT UNION LEAGUE LEGISLATIVE ACTION FUND,CULAC,C00139279
VESTAS AMERICAN WIND TECHNOLOGY INC PAC,VESTAS-AMERICAN WIND TECHNOLOGY INC,C00586917
THE WESTERVELT COMPANY POLITICAL ACTION COMMITTEE,THE WESTERVELT COMPANY,C00589044
MAXIMUS INC POLITICAL ACTION COMMITTEE (MAXPAC),"MAXIMUS, INC.",C00343707
UNITED WHOLESALE MORTGAGE PAC,UNITED WHOLESALE MORTGAGE,C00779538
LABELS & LISTS INC PAC,LABELS & LISTS INC,C00519967
RWE RENEWABLES SERVICES LLC PAC,"RWE RENEWABLES AMERICA, LLC",C00761858
COLORADO PEOPLE'S ACTION FEDERAL COMMITTEE,COLORADO PEOPLE'S ACTION,C00754184
"ROOT, INC. POLITICAL ACTION COMMITTEE (ROOT PAC)","ROOT, INC.",C00739250
ALABAMA POWER CO EMPLOYEES FEDERAL POLITICAL ACTION CMTE (APC EMPLOYEES FEDERAL PAC),ALABAMA POWER COMPANY,C00077305
"ALTRIA GROUP, INC. POLITICAL ACTION COMMITTEE (ALTRIAPAC)",ALTRIA GROUP INC.,C00089136
ECOLAB INC. POLITICAL ACTION COMMITTEE,ECOLAB INC.,C00101485
MCKESSON CORPORATION EMPLOYEES POLITICAL FUND,MCKESSON CORPORATION,C00108035
US RADIOLOGY SPECIALISTS PAC,"US RADIOLOGY SPECIALISTS, INC.",C00714303
SENTRY INSURANCE COMPANY FEDERAL POLITICAL ACTION COMMITTEE,SENTRY INSURANCE COMPANY,C00545194
"ARCOSA, INC. EMPLOYEE POLITICAL ACTION COMMITTEE",TRINITY INDUSTRIES EMPLOYEE POLITICAL ACTION COMMITTEE (SF) INC.,C00689380
ACREAGE HOLDINGS PAC,ACREAGE HOLDINGS,C00688366
MR. COOPER GROUP INC. PAC-FKA NATIONSTAR MORGAGE HOLDINGS INC. PAC,MR. COOPER GROUP INC.,C00553099
"LINCARE HOLDINGS, INC. EMPLOYEE ACTION FUND",LINDE NORTH AMERICA INC ALLIANCE FOR GOOD GOVERNMENT (LINDE PAC),C00653477
PROFESSIONAL COMPOUNDING CENTERS OF AMERICA POLITICAL ACTION COMMITTEE,PROFESSIONAL COMPOUNDING CENTERS OF AMERICA,C00558452
QUORUM HEALTH CORPORATION POLITICAL ACTION COMMITTEE,QUORUM HEALTH CORPORATION,C00622654
ERICSSON INC. U.S. EMPLOYEES POLITICAL ACTION COMMITTEE ('ERICSSON PAC'),ERICSSON INC.,C00568410
"U.S. ANESTHESIA PARTNERS, INC. PAC D/B/A/ USAP PAC","U.S. ANESTHESIA PARTNERS, INC.",C00574103
SYSCO CORPORATION GOOD GOVERNMENT COMMITTEE,SYSCO CORPORATION,C00589663
COVESTROPAC A POLITICAL ACTION COMMITTEE OF COVESTRO LLC,COVESTRO LLC,C00585885
NUMOTION (UNITED SEATING & MOBILITY LLC) PAC,UNITED SEATING AND MOBILITY LLC,C00582643
"PAYPAL HOLDINGS, INC PAC (PAYPAL PAC)","PAYPAL HOLDINGS, INC",C00581686
SCOT FORGE COMPANY POLITICAL ACTION COMMITTEE,SCOT FORGE COMPANY,C00580589
"SIRIUS XM RADIO INC. AND PANDORA MEDIA, LLC PAC (SIRIUSXM PANDORA PAC)","PANDORA MEDIA, LLC",C00569285
US VENTURE INC US PAC,,C00558411
AIR METHODS CORPORATION POLITICAL ACTION COMMITTEE (AMPAC),AIR METHODS CORPORATION,C00529909
ANIMAL PROTECTION VOTERS POLITICAL ACTION COMMITTEE,NONE,C00499038
PALANTIR TECHNOLOGIES INC. PAC,PALANTIR TECHNOLOGIES INC.,C00498691
ACADIA HEALTHCARE COMPANY INC. FEDPAC,"ACADIA HEALTHCARE COMPANY, INC.",C00496919
"PROSPECT MEDICAL HOLDINGS, INC. POLITICAL ACTION COMMITTEE (PROSPECTPAC)","PROSPECT MEDICAL HOLDINGS, INC.",C00600916
INSPIRE BRANDS INC. POLITICAL ACTION COMMITTEE,INSPIRE BRANDS INC.,C00492157
SOUTHWEST IOWA RENEWABLE ENERGY LLC PAC - SIRE PAC,"SOUTHWEST IOWA RENEWABLE ENERGY, LLC",C00487769
NETJETS INC. PAC,BNSF RAILWAY COMPANY RAILPAC (BNSF RAILPAC),C00481309
TENASKA INC EMPLOYEES POLITICAL ACTION COMMITTEE,"TENASKA, INC.",C00479998
"MEDNAX, INC. FEDERAL POLITICAL ACTION COMMITTEE","MEDNAX, INC.",C00469205
LKQ CORPORATION EMPLOYEE GOOD GOVERNMENT FUND,LKQ CORPORATION,C00458158
"LITTLE SIOUX CORN PROCESSORS PAC, LSCP LLC PAC","LSCP, LLC",C00454850
BROOKSHIRE GROCERY COMPANY PAC,,C00449546
ENGINEERING AND SOFTWARE SYSTEMS SOLUTIONS INC. PAC,ENGINEERING AND SOFTWARE SYSTEMS SOLUTIONS INC.,C00446948
GLANBIA FOODS INC PAC,GLANBIA FOODS INC,C00441089
"AMEDISYS, INC. POLITICAL ACTION COMMITTEE",AMEDISYS INC.,C00436360
TEVA PHARMACEUTICALS USA INC. POLITICAL ACTION COMMITTEE (TEVA PAC),TEVA PHARMACEUTICALS USA INC.,C00434811
AMERICAN AIRLINES FEDERAL CREDIT UNION PAC (AA CREDIT UNION PAC),AMERICAN ARILINES FEDERAL CREDIT UNION,C00432989
"KBR, INC. PAC","KBR, INC.",C00431114
PICKERING INC PAC,NONE,C00425256
WAYNE FARMS LLC POLITICAL ACTION COMMITTEE WAYNE FARMS PAC,,C00412445
"BLESSEY MARINE SERVICE, INC. POLITICAL ACTION COMMITTEE",BLESSEY MARINE SERVICE INC,C00409789
TELAPEX INC PAC,,C00408500
COMPORIUM INC PAC,COMPORIUM INC,C00407437
WORTHINGTON INDUSTRIES PAC,WORTHINGTON INDUSTRIES,C00397554
HNTB HOLDINGS LTD. PAC,HNTB HOLDINGS LTD,C00386029
AAR CORP. PAC,AAR CORP.,C00625921
PORTLAND GENERAL ELECTRIC CO. BI-PARTISAN COMM. FOR EFFECTIVE GOVT,PORTLAND GENERAL ELECTRIC CO.,C00381020
"UNAKA COMPANY POLITICAL ACTION COMMITTEE, INC.",UNAKA COMPANY,C00371229
"VAN SCOYOC ASSOCIATES, INC. PAC",VAN SCOYOC ASSOCIATES,C00369058
LINCOLN CLUB OF SOUTHWEST RIVERSIDE COUNTY PAC,,C00367847
"CORECIVIC, INC. POLITICAL ACTION COMMITTEE (CORECIVIC PAC)","CORECIVIC, INC.",C00366468
ROCKWELL COLLINS INC. EMPLOYEE PAC,ROCKWELL COLLINS INC.,C00365684
INTUIT INC. 21ST CENTURY LEADERSHIP FUND,INTUIT INC.,C00361741
CHUBB GROUP HOLDINGS INC. POLITICAL ACTION COMMITTEE,CHUBB GROUP HOLDINGS INC.,C00348938
FIRST AMERICAN FINANCIAL CORPORATION PAC,FIRST AMERICAN FINANCIAL CORPORATION,C00346726
"WELLMARK, INC. PAC (WELLPAC)","WELLMARK, INC.",C00342022
FIRST CITIZENS BANCSHARES INC POLITICAL ACTION COMMITTEE (FIRST CITIZENS BANCSHARES PAC),FIRST CITIZENS BANCSHARES INC POLITICAL ACTION COMMITTEE (FIRST CITIZENS BANCSHARES PAC),C00334193
NAVIENT CORPORATION PAC (NAVIENT PAC),NAVIENT CORPORATION,C00331835
FOX CORPORATION POLITICAL ACTION COMMITTEE  II (FOX PAC II),FOX CORPORATION,C00330019
SANTANDER HOLDINGS USA INC. PAC (SANTANDER US PAC),SANTANDER HOLDINGS USA INC.,C00327072
SABRE GLBL INC. POLITICAL ACTION COMMITTEE,SABRE GLBL INC.,C00325811
BARRICK GOLD OF NORTH AMERICA INC. EMPLOYEES PAF,BARRICK GOLD OF NORTH AMERICA INC.,C00320580
THE TIMKEN COMPANY GOOD GOVERNMENT FUND,THE TIMKEN COMPANY,C00311308
BLUE CROSS AND BLUE SHIELD OF KANSAS CITY FEDERAL PAC,,C00301358
ROLLS-ROYCE NORTH AMERICA HOLDINGS INC. PAC (ROLLS-ROYCE NORTH AMERICA PAC),ROLLS-ROYCE NORTH AMERICA HOLDINGS INC.,C00296822
IHEARTMEDIA INC. PAC,IHEARTMEDIA INC.,C00279216
MAYNARD COOPER & GALE PC PAC,MAYNARD COOPER & GALE,C00272724
VGM GROUP INC PAC (VGM PAC),NONE,C00657593
NAIOP-PAC,"NAIOP, INC.",C00233304
TENNESSEE RIGHT TO LIFE POLITICAL ACTION COMMITTEE,TENNESSEE RIGHT TO LIFE INC,C00221226
"BLUE CROSS AND BLUE SHIELD OF KANSAS, INC. EMPLOYEE PAC","BLUE CROSS AND BLUE SHIELD OF KANSAS, INC.",C00197202
RENASANT BANK EMPLOYEES' VOLUNTARY POLITICAL COMMITTEE,RENASANT BANK EMPLOYEES' VOLUNTARY POLITICAL COMMITTEE,C00191759
H&R BLOCK INC. POLITICAL ACTION COMMITTEE (BLOCKPAC),H&R BLOCK INC.,C00188177
RYMAN HOSPITALITY PROPERTIES POLITICAL ACTION COMMITTEE,,C00183707
HOME FEDERAL BANK OF TENNESSEE PAC,,C00169532
VIACOMCBS INC. POLITICAL ACTION COMMITTEE,VIACOMCBS INC.,C00167759
GLOBE LIFE INC. PAC,GLOBE LIFE INC.,C00167460
SANOFI US SERVICES INC. EMPLOYEES' POLITICAL ACTION COMMITTEE,SANOFI US SERVICES INC,C00144345
OCCIDENTAL PETROLEUM CORPORATION POLITICAL ACTION COMMITTEE,OCCIDENTAL PETROLEUM CORPORATION,C00083857
PACIFICORP - PACIFIC POWER/ROCKY MOUNTAIN POWER PAC,PACIFICORP,C00082800
PACIFIC LIFE INSURANCE COMPANY POLITICAL ACTION COMMITTEE,PACIFIC LIFE INSURANCE COMPANY,C00068528
"MARTINFEDERAL CONSULTING, LLC POLITIAL ACTION COMMITTEE (MARTINFED PAC)","MARTINFEDERAL CONSULTING, LLC",C00697839
INTERNATIONAL TEXTILE GROUP GOOD GOVERNMENT COMMITTEE,INTERNATIONAL TEXTILE GROUP INC,C00040238
HUMANA INC. POLITICAL ACTION COMMITTEE,HUMANA INC.,C00271007
BRISTOL-MYERS SQUIBB COMPANY POLITICAL ACTION COMMITTEE (BMS PAC),BRISTOL-MYERS SQUIBB COMPANY,C00035675
FLUOR CORPORATION POLITICAL ACTION COMMITTEE (FLUOR PAC),FLUOR CORPORATION,C00034132
INTERNATIONAL PAPER POLITICAL ACTION COMMITTEE (IP-PAC),INTERNATIONAL PAPER,C00034405
ZACHRY CORPORATION POLITICAL ACTION COMMITTEE (ZACOPAC),ZACHRY CORPORATION,C00048165
"GENERAL MILLS, INC. POLITICAL ACTION COMMITTEE","GENERAL MILLS, INC.",C00062646
WASHINGTON GAS LIGHT COMPANY PAC,WASHINGTON GAS LIGHT COMPANY,C00102152
RITE AID CORPORATION PAC,RITE AID CORPORATION,C00104083
EVERGY EMPLOYEE POWERPAC,EVERGY AND ITS SUBSIDIARIES,C00111310
EASTMANPAC-POLITICAL ACTION COMMITTEE OF EASTMAN CHEMICAL COMPANY,EASTMAN CHEMICAL COMPANY,C00113159
BLACK HILLS CORPORATION POLITICAL ACTION COMMITTEE,BLACK HILLS CORPORATION,C00125732
"FARMERS GROUP, INC., FARMERS INSURANCE EXCHANGE, FIRE INSURANCE EXCHANGE AND TRUCK INSURANCE EXCHANGE POLITICAL ACTION COMMITTEE AKA FARMERS INSURANCE PAC","FARMERS GROUP, INC.",C00135681
COVANTA ENERGY LLC POLITICAL ACTION COMMITTEE (COVANTA PAC),COVANTA HOLDING CORPORATION,C00142158
"BBVA USA BANCSHARES, INC. PAC","BBVA USA BANCSHARES, INC.",C00142596
NV ENERGY POLITICAL ACTION COMMITTEE,NV ENERGY,C00153379
TRUSTMARK INSURANCE COMPANY POLITICAL ACTION COMMITTEE (TRUSTPAC),NONE,C00156166
"ANTHEM, INC. POLITICAL ACTION COMMITTEE (ANTHEM PAC)","ANTHEM, INC.",C00197228
"JAFFE, RAITT, HEUER & WEISS POLITICAL COMMITTEE",NONE,C00202085
SECURITY BENEFIT CORPORATION FEDERAL POLITICAL ACTION COMMITTEE,,C00216358
"UNITED STATES SUGAR CORPORATION EMPLOYEE STOCK OWNERSHIP PLAN POLITICAL ACTION COMMITTEE,",NONE,C00234120
"INVESCO HOLDING COMPANY (US), INC. POLITICAL ACTION COMMITTEE","INVESCO HOLDING COMPANY (US), INC.",C00253369
BALD KNOB PAC,,C00260737
GREAT LAKES DREDGE & DOCK COMPANY POLITICAL ACTION COMMITTEE,,C00264937
GENESIS HEALTHCARE INC PAC,GENESIS HEALTHCARE INC.,C00292094
FLORIDA CRYSTALS CORPORATION PAC (FLORIDA CRYSTALS PAC),FLORIDA CRYSTALS CORPORATION,C00296624
CONSTELLATION BRANDS INC POLITICAL ACTION COMMITTEE,NONE,C00304832
LYKES BROS. INC. POLITICAL ACTION COMMITTEE,LYKES BROS. INC.,C00330290
STP NUCLEAR OPERATING COMPANY PAC,STP NUCLEAR OPERATING COMPANY,C00340182
"CORIZON HEALTH, INC. POLITICAL ACTION COMMITTEE","CORIZON HEALTH, INC.",C00345496
CITIZEN BEZTAK,NONE,C00349761
BOSTON SCIENTIFIC CORPORATION POLITICAL ACTION COMMITTEE (BSC PAC),BOSTON SCIENTIFIC CORPORATION,C00357863
